yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.01 (213) 02:55:23  NaN     NaN     NaN
2017.08.01 (213) 03:00:11  NaN     NaN     NaN
2017.08.01 (213) 03:04:59  NaN     NaN     NaN
2017.08.01 (213) 03:10:23  NaN     NaN     NaN
2017.08.01 (213) 03:15:11  NaN     NaN     NaN
2017.08.01 (213) 03:19:59  NaN     NaN     NaN
2017.08.01 (213) 03:25:23  NaN     NaN     NaN
2017.08.01 (213) 03:30:11  NaN     NaN     NaN
2017.08.01 (213) 03:34:59  NaN     NaN     NaN
2017.08.01 (213) 03:40:23  NaN     NaN     NaN
2017.08.01 (213) 03:45:11  NaN     NaN     NaN
2017.08.01 (213) 03:49:59  NaN     NaN     NaN
2017.08.01 (213) 03:55:23  NaN     NaN     NaN
2017.08.01 (213) 04:00:11  NaN     NaN     NaN
2017.08.01 (213) 04:04:59  NaN     NaN     NaN
2017.08.01 (213) 04:10:23  NaN     NaN     NaN
2017.08.01 (213) 04:15:11  NaN     NaN     NaN
2017.08.01 (213) 04:19:59  NaN     NaN     NaN
2017.08.01 (213) 04:25:23  NaN     NaN     NaN
2017.08.01 (213) 04:30:11  NaN     NaN     NaN
2017.08.01 (213) 04:34:59  NaN     NaN     NaN
2017.08.01 (213) 04:40:23  NaN     NaN     NaN
2017.08.01 (213) 04:45:11  NaN     NaN     NaN
2017.08.01 (213) 04:49:59  NaN     NaN     NaN
2017.08.01 (213) 04:55:23  NaN     NaN     NaN
2017.08.01 (213) 05:00:11  NaN     NaN     NaN
2017.08.01 (213) 05:04:59  NaN     NaN     NaN
2017.08.01 (213) 05:10:23  NaN     NaN     NaN
2017.08.01 (213) 05:15:11  NaN     NaN     NaN
2017.08.01 (213) 05:19:59  NaN     NaN     NaN
2017.08.01 (213) 05:25:23  NaN     NaN     NaN
2017.08.01 (213) 05:30:11  NaN     NaN     NaN
2017.08.01 (213) 05:34:59  NaN     NaN     NaN
2017.08.01 (213) 05:40:23  NaN     NaN     NaN
2017.08.01 (213) 05:45:11  NaN     NaN     NaN
2017.08.01 (213) 05:49:59  NaN     NaN     NaN
2017.08.01 (213) 05:55:23  NaN     NaN     NaN
2017.08.01 (213) 06:00:11  NaN     NaN     NaN
2017.08.01 (213) 06:04:59  NaN     NaN     NaN
2017.08.01 (213) 06:10:23  NaN     NaN     NaN
2017.08.01 (213) 06:15:11  NaN     NaN     NaN
2017.08.01 (213) 06:19:59  NaN     NaN     NaN
2017.08.01 (213) 06:25:23  NaN     NaN     NaN
2017.08.01 (213) 06:30:11  NaN     NaN     NaN
2017.08.01 (213) 06:34:59  NaN     NaN     NaN
2017.08.01 (213) 06:40:23  NaN     NaN     NaN
2017.08.01 (213) 06:45:11  NaN     NaN     NaN
2017.08.01 (213) 06:49:59  NaN     NaN     NaN
2017.08.01 (213) 06:55:23  NaN     NaN     NaN
2017.08.01 (213) 07:00:11  NaN     NaN     NaN
2017.08.01 (213) 07:04:59  NaN     NaN     NaN
2017.08.01 (213) 07:10:23  NaN     NaN     NaN
2017.08.01 (213) 07:15:11  NaN     NaN     NaN
2017.08.01 (213) 07:19:59  NaN     NaN     NaN
2017.08.01 (213) 07:25:23  NaN     NaN     NaN
2017.08.01 (213) 07:30:11  NaN     NaN     NaN
2017.08.01 (213) 07:34:59  NaN     NaN     NaN
2017.08.01 (213) 07:40:23  NaN     NaN     NaN
2017.08.01 (213) 07:45:11  NaN     NaN     NaN
2017.08.01 (213) 07:49:59  NaN     NaN     NaN
2017.08.01 (213) 07:55:23  NaN     NaN     NaN
2017.08.01 (213) 08:00:11  NaN     NaN     NaN
2017.08.01 (213) 08:04:59  NaN     NaN     NaN
2017.08.01 (213) 08:10:23  NaN     NaN     NaN
2017.08.01 (213) 08:15:11  NaN     NaN     NaN
2017.08.01 (213) 08:19:59  NaN     NaN     NaN
2017.08.01 (213) 08:25:23  NaN     NaN     NaN
2017.08.01 (213) 08:30:11  NaN     NaN     NaN
2017.08.01 (213) 08:34:59  NaN     NaN     NaN
2017.08.01 (213) 08:40:23  NaN     NaN     NaN
2017.08.01 (213) 08:45:11  NaN     NaN     NaN
2017.08.01 (213) 08:49:59  NaN     NaN     NaN
2017.08.01 (213) 08:55:23  NaN     NaN     NaN
2017.08.01 (213) 09:00:11  NaN     NaN     NaN
2017.08.01 (213) 09:04:59  NaN     NaN     NaN
2017.08.01 (213) 09:10:23  NaN     NaN     NaN
2017.08.01 (213) 09:15:11  NaN     NaN     NaN
2017.08.01 (213) 09:19:59  NaN     NaN     NaN
2017.08.01 (213) 09:25:23  NaN     NaN     NaN
2017.08.01 (213) 09:30:11  NaN     NaN     NaN
2017.08.01 (213) 09:34:59  NaN     NaN     NaN
2017.08.01 (213) 09:40:23  NaN     NaN     NaN
2017.08.01 (213) 09:45:11  NaN     NaN     NaN
2017.08.01 (213) 09:49:59  NaN     NaN     NaN
2017.08.01 (213) 09:55:23  NaN     NaN     NaN
2017.08.01 (213) 10:00:11  NaN     NaN     NaN
2017.08.01 (213) 10:04:59  NaN     NaN     NaN
2017.08.01 (213) 10:10:23  NaN     NaN     NaN
2017.08.01 (213) 10:15:11  NaN     NaN     NaN
2017.08.01 (213) 10:19:59  NaN     NaN     NaN
2017.08.01 (213) 10:25:23  NaN     NaN     NaN
2017.08.01 (213) 10:30:11  NaN     NaN     NaN
2017.08.01 (213) 10:34:59  NaN     NaN     NaN
2017.08.01 (213) 10:40:23  NaN     NaN     NaN
2017.08.01 (213) 10:45:11  NaN     NaN     NaN
2017.08.01 (213) 10:49:59  NaN     NaN     NaN
2017.08.01 (213) 10:55:23  NaN     NaN     NaN
2017.08.01 (213) 11:00:11  NaN     NaN     NaN
2017.08.01 (213) 11:04:59  NaN     NaN     NaN
2017.08.01 (213) 11:10:23  NaN     NaN     NaN
2017.08.01 (213) 11:15:11  NaN     NaN     NaN
2017.08.01 (213) 11:19:59  NaN     NaN     NaN
2017.08.01 (213) 11:25:23  NaN     NaN     NaN
2017.08.01 (213) 11:30:11  NaN     NaN     NaN
2017.08.01 (213) 11:34:59  NaN     NaN     NaN
2017.08.01 (213) 11:40:23  NaN     NaN     NaN
2017.08.01 (213) 11:45:11  NaN     NaN     NaN
2017.08.01 (213) 11:49:59  NaN     NaN     NaN
2017.08.01 (213) 11:55:23  NaN     NaN     NaN
2017.08.01 (213) 12:00:11  NaN     NaN     NaN
2017.08.01 (213) 12:04:59  NaN     NaN     NaN
2017.08.01 (213) 12:10:23  NaN     NaN     NaN
2017.08.01 (213) 12:15:11  NaN     NaN     NaN
2017.08.01 (213) 12:19:59  NaN     NaN     NaN
2017.08.01 (213) 12:25:23  NaN     NaN     NaN
2017.08.01 (213) 12:30:11  NaN     NaN     NaN
2017.08.01 (213) 12:34:59    7.0   171.0   312.0
2017.08.01 (213) 12:40:23    7.1   160.0   310.0
2017.08.01 (213) 12:45:11    7.4   169.0   307.0
2017.08.01 (213) 12:49:59    7.3   172.0   309.0
2017.08.01 (213) 12:55:23    7.6   169.0   306.0
2017.08.01 (213) 13:00:11    7.8   178.0   300.0
2017.08.01 (213) 13:04:59    7.9   163.0   297.0
2017.08.01 (213) 13:10:23    7.8   165.0   285.0
2017.08.01 (213) 13:15:11    7.9   201.0   278.0
2017.08.01 (213) 13:19:59    7.9   204.0   275.0
2017.08.01 (213) 13:25:23    7.7   209.0   274.0
2017.08.01 (213) 13:30:11    7.6   201.0   283.0
2017.08.01 (213) 13:34:59    7.4   195.0   272.0
2017.08.01 (213) 13:40:23    7.2   194.0   278.0
2017.08.01 (213) 13:45:11    7.1   192.0   278.0
2017.08.01 (213) 13:49:59    7.1   206.0   280.0
2017.08.01 (213) 13:55:23    7.2   203.0   281.0
2017.08.01 (213) 14:00:11    7.2   197.0   280.0
2017.08.01 (213) 14:04:59    7.1   195.0   281.0
2017.08.01 (213) 14:10:23    7.0   198.0   277.0
2017.08.01 (213) 14:15:11    7.2   197.0   288.0
2017.08.01 (213) 14:19:59    7.4   197.0   291.0
2017.08.01 (213) 14:25:23    7.3   197.0   280.0
2017.08.01 (213) 14:30:11    7.3   197.0   274.0
2017.08.01 (213) 14:34:59    7.3   197.0   271.0
2017.08.01 (213) 14:40:23    7.2   195.0   275.0
2017.08.01 (213) 14:45:11    7.1   198.0   272.0
2017.08.01 (213) 14:49:59    6.8   200.0   283.0
2017.08.01 (213) 14:55:23    6.7   197.0   289.0
2017.08.01 (213) 15:00:11    6.7   195.0   285.0
2017.08.01 (213) 15:04:59    6.6   187.0   281.0
2017.08.01 (213) 15:10:23    6.5   178.0   278.0
2017.08.01 (213) 15:15:11    6.3   191.0   295.0
2017.08.01 (213) 15:19:59    6.1   177.0   304.0
2017.08.01 (213) 15:25:23    6.0   198.0   309.0
2017.08.01 (213) 15:30:11    6.0   189.0   313.0
2017.08.01 (213) 15:34:59    5.9   194.0   319.0
2017.08.01 (213) 15:40:23    5.8   180.0   324.0
2017.08.01 (213) 15:45:11    5.8   184.0   325.0
2017.08.01 (213) 15:49:59    5.9   197.0   313.0
2017.08.01 (213) 15:55:23    5.9   201.0   318.0
2017.08.01 (213) 16:00:11    6.0   213.0   312.0
2017.08.01 (213) 16:04:59  NaN     NaN     NaN
2017.08.01 (213) 16:10:23    6.1   201.0   304.0
2017.08.01 (213) 16:15:11    5.9   204.0   312.0
2017.08.01 (213) 16:19:59    5.8   181.0   306.0
2017.08.01 (213) 16:25:23    5.7   180.0   324.0
2017.08.01 (213) 16:30:11    5.8   191.0   321.0
2017.08.01 (213) 16:34:59    5.9   194.0   312.0
2017.08.01 (213) 16:40:23    5.9   189.0   306.0
2017.08.01 (213) 16:45:11    5.9   183.0   303.0
2017.08.01 (213) 16:49:59    5.8   191.0   313.0
2017.08.01 (213) 16:55:23    5.7   180.0   322.0
2017.08.01 (213) 17:00:11    5.6   191.0   328.0
2017.08.01 (213) 17:04:59    5.6   187.0   325.0
2017.08.01 (213) 17:10:23    5.6   189.0   328.0
2017.08.01 (213) 17:15:11    5.6   183.0   333.0
2017.08.01 (213) 17:19:59    5.5   180.0   331.0
2017.08.01 (213) 17:25:23    5.5   181.0   333.0
2017.08.01 (213) 17:30:11    5.6   177.0   341.0
2017.08.01 (213) 17:34:59    5.5   174.0   341.0
2017.08.01 (213) 17:40:23    5.5   181.0   353.0
2017.08.01 (213) 17:45:11    5.6   180.0   347.0
2017.08.01 (213) 17:49:59    5.6   187.0   344.0
2017.08.01 (213) 17:55:23    5.7   183.0   341.0
2017.08.01 (213) 18:00:11    5.7   180.0   338.0
2017.08.01 (213) 18:04:59    5.7   187.0   341.0
2017.08.01 (213) 18:10:23    5.9   187.0   331.0
2017.08.01 (213) 18:15:11    5.9   194.0   328.0
2017.08.01 (213) 18:19:59    6.0   197.0   313.0
2017.08.01 (213) 18:25:23    6.0   197.0   312.0
2017.08.01 (213) 18:30:11    6.1   192.0   306.0
2017.08.01 (213) 18:34:59    6.1   187.0   303.0
2017.08.01 (213) 18:40:23    6.0   197.0   301.0
2017.08.01 (213) 18:45:11    6.0   181.0   300.0
2017.08.01 (213) 18:49:59    6.0   187.0   301.0
2017.08.01 (213) 18:55:23    5.9   203.0   300.0
2017.08.01 (213) 19:00:11    5.8   180.0   303.0
2017.08.01 (213) 19:04:59    5.8   189.0   307.0
2017.08.01 (213) 19:10:23    5.8   175.0   307.0
2017.08.01 (213) 19:15:11    5.6   195.0   309.0
2017.08.01 (213) 19:19:59    5.6   197.0   310.0
2017.08.01 (213) 19:25:23    5.6   191.0   310.0
2017.08.01 (213) 19:30:11    5.8   204.0   307.0
2017.08.01 (213) 19:34:59    5.6   207.0   307.0
2017.08.01 (213) 19:40:23    5.6   206.0   306.0
2017.08.01 (213) 19:45:11    5.6   215.0   306.0
2017.08.01 (213) 19:49:59    5.8   210.0   310.0
2017.08.01 (213) 19:55:23    5.6   219.0   306.0
2017.08.01 (213) 20:00:11    5.6   215.0   301.0
2017.08.01 (213) 20:04:59    5.6   222.0   300.0
2017.08.01 (213) 20:10:23    5.8   225.0   298.0
2017.08.01 (213) 20:15:11    5.9   228.0   295.0
2017.08.01 (213) 20:19:59    5.9   227.0   291.0
2017.08.01 (213) 20:25:23    5.9   227.0   295.0
2017.08.01 (213) 20:30:11    6.0   233.0   294.0
2017.08.01 (213) 20:34:59    6.1   233.0   288.0
2017.08.01 (213) 20:40:23    6.2   244.0   281.0
2017.08.01 (213) 20:45:11    6.2   241.0   275.0
2017.08.01 (213) 20:49:59    6.3   242.0   274.0
2017.08.01 (213) 20:55:23    6.4   244.0   274.0
2017.08.01 (213) 21:00:11    6.5   241.0   269.0
2017.08.01 (213) 21:04:59    6.4   238.0   266.0
2017.08.01 (213) 21:10:23    6.4   238.0   259.0
2017.08.01 (213) 21:15:11    6.3   236.0   254.0
2017.08.01 (213) 21:19:59    6.3   236.0   256.0
2017.08.01 (213) 21:25:23    6.4   227.0   257.0
2017.08.01 (213) 21:30:11    6.5   224.0   256.0
2017.08.01 (213) 21:34:59    6.4   219.0   254.0
2017.08.01 (213) 21:40:23    6.3   221.0   251.0
2017.08.01 (213) 21:45:11    6.2   219.0   253.0
2017.08.01 (213) 21:49:59    6.0   216.0   253.0
2017.08.01 (213) 21:55:23    5.9   221.0   250.0
2017.08.01 (213) 22:00:11    5.9   224.0   254.0
2017.08.01 (213) 22:04:59    5.8   218.0   259.0
2017.08.01 (213) 22:10:23    5.7   222.0   257.0
2017.08.01 (213) 22:15:11    5.5   216.0   254.0
2017.08.01 (213) 22:19:59    5.4   222.0   253.0
2017.08.01 (213) 22:25:23    5.2   222.0   251.0
2017.08.01 (213) 22:30:11    5.1   222.0   254.0
2017.08.01 (213) 22:34:59    4.9   216.0   250.0
2017.08.01 (213) 22:40:23    4.8   215.0   256.0
2017.08.01 (213) 22:45:11    4.8   216.0   260.0
2017.08.01 (213) 22:49:59    4.5   219.0   251.0
2017.08.01 (213) 22:55:23    4.4   210.0   250.0
2017.08.01 (213) 23:00:11    4.5   216.0   262.0
2017.08.01 (213) 23:04:59    4.4   219.0   250.0
2017.08.01 (213) 23:10:23    4.4   213.0   257.0
2017.08.01 (213) 23:15:11    4.3   213.0   253.0
2017.08.01 (213) 23:19:59    4.2   218.0   257.0
2017.08.01 (213) 23:25:23    4.1   219.0   250.0
2017.08.01 (213) 23:30:11    4.2   219.0   254.0
2017.08.01 (213) 23:34:59    4.2   216.0   254.0
2017.08.01 (213) 23:40:23    4.2   221.0   251.0
2017.08.01 (213) 23:45:11    4.0   219.0   241.0
2017.08.01 (213) 23:49:59    4.0   221.0   241.0
2017.08.01 (213) 23:55:23    3.9   210.0   242.0
2017.08.02 (214) 00:00:11    3.9   221.0   251.0
2017.08.02 (214) 00:04:59    3.9   227.0   250.0
2017.08.02 (214) 00:10:23    3.9   225.0   248.0
2017.08.02 (214) 00:15:11    3.8   225.0   253.0
2017.08.02 (214) 00:19:59    3.7   228.0   245.0
2017.08.02 (214) 00:25:23    3.5   219.0   241.0
2017.08.02 (214) 00:30:11    3.4   227.0   242.0
2017.08.02 (214) 00:34:59    3.4   225.0   260.0
2017.08.02 (214) 00:40:23    3.2   230.0   241.0
2017.08.02 (214) 00:45:11    3.3   222.0   239.0
2017.08.02 (214) 00:49:59    3.3   219.0   244.0
2017.08.02 (214) 00:55:23    3.4   219.0   260.0
2017.08.02 (214) 01:00:11    3.2   222.0   248.0
2017.08.02 (214) 01:04:59    3.4   221.0   257.0
2017.08.02 (214) 01:10:23    3.4   225.0   257.0
2017.08.02 (214) 01:15:11    3.2   219.0   250.0
2017.08.02 (214) 01:19:59    3.2   245.0   254.0
2017.08.02 (214) 01:25:23    3.2   236.0   251.0
2017.08.02 (214) 01:30:11    3.2   239.0   254.0
2017.08.02 (214) 01:34:59    3.1   230.0   251.0
2017.08.02 (214) 01:40:23    3.1   230.0   253.0
2017.08.02 (214) 01:45:11    3.2   234.0   260.0
2017.08.02 (214) 01:49:59    3.1   234.0   253.0
2017.08.02 (214) 01:55:23    3.0   238.0   251.0
2017.08.02 (214) 02:00:11    2.9   236.0   251.0
2017.08.02 (214) 02:04:59    2.9   242.0   254.0
2017.08.02 (214) 02:10:23    2.9   230.0   262.0
2017.08.02 (214) 02:15:11    2.7   230.0   254.0
2017.08.02 (214) 02:19:59    2.8   228.0   257.0
2017.08.02 (214) 02:25:23    2.7   230.0   251.0
2017.08.02 (214) 02:30:11    2.7   230.0   259.0
2017.08.02 (214) 02:34:59    2.7   236.0   260.0
2017.08.02 (214) 02:40:23  NaN     NaN     NaN  
2017.08.02 (214) 02:45:11    2.5   238.0   259.0
2017.08.02 (214) 02:49:59    2.5   234.0   253.0
2017.08.02 (214) 02:55:23    2.5   245.0   251.0
2017.08.02 (214) 03:00:11    2.6   241.0   269.0
2017.08.02 (214) 03:04:59    2.5   247.0   259.0
2017.08.02 (214) 03:10:23    2.4   231.0   253.0
2017.08.02 (214) 03:15:11    2.4   231.0   247.0
2017.08.02 (214) 03:19:59    2.3   227.0   250.0
2017.08.02 (214) 03:25:23    2.3   247.0   268.0
2017.08.02 (214) 03:30:11    2.2   244.0   257.0
2017.08.02 (214) 03:34:59    2.2   251.0   260.0
2017.08.02 (214) 03:40:23    2.2   245.0   257.0
2017.08.02 (214) 03:45:11    2.1   251.0   265.0
2017.08.02 (214) 03:49:59    2.2   262.0   268.0
2017.08.02 (214) 03:55:23    2.2   259.0   268.0
2017.08.02 (214) 04:00:11    2.2   250.0   257.0
2017.08.02 (214) 04:04:59    2.3   253.0   275.0
2017.08.02 (214) 04:10:23    2.3   234.0   260.0
2017.08.02 (214) 04:15:11    2.6   247.0   297.0
2017.08.02 (214) 04:19:59    2.3   242.0   272.0
2017.08.02 (214) 04:25:23    2.5   248.0   278.0
2017.08.02 (214) 04:30:11    2.4   256.0   274.0
2017.08.02 (214) 04:34:59    2.4   254.0   266.0
2017.08.02 (214) 04:40:23    2.4   254.0   271.0
2017.08.02 (214) 04:45:11    2.5   262.0   275.0
2017.08.02 (214) 04:49:59    2.6   256.0   275.0
2017.08.02 (214) 04:55:23    2.7   262.0   295.0
2017.08.02 (214) 05:00:11    2.6   254.0   286.0
2017.08.02 (214) 05:04:59    2.7   253.0   289.0
2017.08.02 (214) 05:10:23    2.9   242.0   288.0
2017.08.02 (214) 05:15:11    3.1   236.0   239.0
2017.08.02 (214) 05:19:59    3.0   230.0   227.0
2017.08.02 (214) 05:25:23    3.0   225.0   216.0
2017.08.02 (214) 05:30:11    3.1   233.0   307.0
2017.08.02 (214) 05:34:59    3.1   224.0   289.0
2017.08.02 (214) 05:40:23    3.1   227.0   283.0
2017.08.02 (214) 05:45:11    3.1   234.0   319.0
2017.08.02 (214) 05:49:59  NaN     238.0   NaN  
2017.08.02 (214) 05:55:23  NaN     NaN     NaN  
2017.08.02 (214) 06:00:11  NaN     259.0   NaN  
2017.08.02 (214) 06:04:59  NaN     274.0   NaN  
2017.08.02 (214) 06:10:23  NaN     304.0   NaN  
2017.08.02 (214) 06:15:11  NaN     315.0   NaN  
2017.08.02 (214) 06:19:59  NaN     318.0   NaN  
2017.08.02 (214) 06:25:23  NaN     315.0   NaN  
2017.08.02 (214) 06:30:11  NaN     303.0   NaN  
2017.08.02 (214) 06:34:59  NaN     301.0   NaN  
2017.08.02 (214) 06:40:23  NaN     353.0   NaN  
2017.08.02 (214) 06:45:11  NaN     331.0   NaN  
2017.08.02 (214) 06:49:59  NaN     333.0   NaN  
2017.08.02 (214) 06:55:23  NaN     310.0   NaN  
2017.08.02 (214) 07:00:11  NaN     318.0   NaN  
2017.08.02 (214) 07:04:59  NaN     295.0   NaN  
2017.08.02 (214) 07:10:23  NaN     295.0   NaN  
2017.08.02 (214) 07:15:11  NaN     306.0   NaN  
2017.08.02 (214) 07:19:59  NaN     NaN     NaN  
2017.08.02 (214) 07:25:23  NaN     292.0   NaN  
2017.08.02 (214) 07:30:11  NaN     294.0   NaN  
2017.08.02 (214) 07:34:59  NaN     NaN     NaN  
2017.08.02 (214) 07:40:23  NaN     NaN     NaN  
2017.08.02 (214) 07:45:11  NaN     NaN     NaN  
2017.08.02 (214) 07:49:59  NaN     NaN     NaN  
2017.08.02 (214) 07:55:23  NaN     NaN     NaN  
2017.08.02 (214) 08:00:11  NaN     NaN     NaN  
2017.08.02 (214) 08:04:59  NaN     NaN     NaN  
2017.08.02 (214) 08:10:23  NaN     NaN     NaN  
2017.08.02 (214) 08:15:11  NaN     NaN     NaN  
2017.08.02 (214) 08:19:59  NaN     NaN     NaN  
2017.08.02 (214) 08:25:23  NaN     NaN     NaN  
2017.08.02 (214) 08:30:11  NaN     NaN     NaN  
2017.08.02 (214) 08:34:59  NaN     NaN     NaN  
2017.08.02 (214) 08:40:23  NaN     NaN     NaN  
2017.08.02 (214) 08:45:11  NaN     NaN     NaN  
2017.08.02 (214) 08:49:59  NaN     NaN     NaN  
2017.08.02 (214) 08:55:23  NaN     NaN     NaN  
2017.08.02 (214) 09:00:11    1.9   330.0   339.0
2017.08.02 (214) 09:04:59    2.2   286.0   310.0
2017.08.02 (214) 09:10:23    2.6   263.0   297.0
2017.08.02 (214) 09:15:11    2.8   248.0   275.0
2017.08.02 (214) 09:19:59    3.1   244.0   269.0
2017.08.02 (214) 09:25:23    3.4   242.0   274.0
2017.08.02 (214) 09:30:11    3.8   238.0   271.0
2017.08.02 (214) 09:34:59    4.0   239.0   260.0
2017.08.02 (214) 09:40:23    4.3   241.0   259.0
2017.08.02 (214) 09:45:11    4.4   230.0   251.0
2017.08.02 (214) 09:49:59    4.7   236.0   257.0
2017.08.02 (214) 09:55:23    4.9   233.0   256.0
2017.08.02 (214) 10:00:11    5.0   233.0   260.0
2017.08.02 (214) 10:04:59    5.1   236.0   259.0
2017.08.02 (214) 10:10:23    5.1   238.0   266.0
2017.08.02 (214) 10:15:11    5.2   242.0   272.0
2017.08.02 (214) 10:19:59    5.4   238.0   266.0
2017.08.02 (214) 10:25:23    5.4   228.0   269.0
2017.08.02 (214) 10:30:11    5.6   225.0   269.0
2017.08.02 (214) 10:34:59    5.7   228.0   266.0
2017.08.02 (214) 10:40:23    5.5   224.0   283.0
2017.08.02 (214) 10:45:11    5.8   219.0   281.0
2017.08.02 (214) 10:49:59    6.0   222.0   278.0
2017.08.02 (214) 10:55:23    6.1   216.0   283.0
2017.08.02 (214) 11:00:11    6.2   213.0   275.0
2017.08.02 (214) 11:04:59    6.2   213.0   280.0
2017.08.02 (214) 11:10:23    6.3   218.0   285.0
2017.08.02 (214) 11:15:11    6.2   201.0   294.0
2017.08.02 (214) 11:19:59    6.3   204.0   295.0
2017.08.02 (214) 11:25:23    6.3   203.0   291.0
2017.08.02 (214) 11:30:11    6.5   209.0   285.0
2017.08.02 (214) 11:34:59    6.4   201.0   291.0
2017.08.02 (214) 11:40:23    6.3   198.0   298.0
2017.08.02 (214) 11:45:11    6.4   197.0   306.0
2017.08.02 (214) 11:49:59    6.5   200.0   301.0
2017.08.02 (214) 11:55:23    6.5   219.0   307.0
2017.08.02 (214) 12:00:11    6.8   209.0   307.0
2017.08.02 (214) 12:04:59    6.9   212.0   298.0
2017.08.02 (214) 12:10:23    6.9   203.0   301.0
2017.08.02 (214) 12:15:11    6.9   210.0   306.0
2017.08.02 (214) 12:19:59    6.7   206.0   304.0
2017.08.02 (214) 12:25:23    6.8   207.0   310.0
2017.08.02 (214) 12:30:11    6.7   165.0   315.0
2017.08.02 (214) 12:34:59    6.6   244.0   331.0
2017.08.02 (214) 12:40:23    6.6   238.0   336.0
2017.08.02 (214) 12:45:11    6.6   247.0   336.0
2017.08.02 (214) 12:49:59    6.6   200.0   353.0
2017.08.02 (214) 12:55:23    6.5   189.0   354.0
2017.08.02 (214) 13:00:11    6.6   192.0   354.0
2017.08.02 (214) 13:04:59    6.6   194.0   360.0
2017.08.02 (214) 13:10:23    6.6   186.0   371.0
2017.08.02 (214) 13:15:11    6.6   187.0   369.0
2017.08.02 (214) 13:19:59    6.6   189.0   378.0
2017.08.02 (214) 13:25:23    6.6   181.0   391.0
2017.08.02 (214) 13:30:11    6.7   180.0   398.0
2017.08.02 (214) 13:34:59    6.9   191.0   397.0
2017.08.02 (214) 13:40:23    6.8   194.0   398.0
2017.08.02 (214) 13:45:11    6.9   189.0   397.0
2017.08.02 (214) 13:49:59    6.8   181.0   389.0
2017.08.02 (214) 13:55:23    6.9   186.0   404.0
2017.08.02 (214) 14:00:11    7.0   184.0   409.0
2017.08.02 (214) 14:04:59    7.0   184.0   401.0
2017.08.02 (214) 14:10:23    7.0   181.0   404.0
2017.08.02 (214) 14:15:11    6.9   178.0   406.0
2017.08.02 (214) 14:19:59    7.0   181.0   416.0
2017.08.02 (214) 14:25:23    7.0   175.0   397.0
2017.08.02 (214) 14:30:11    7.0   183.0   388.0
2017.08.02 (214) 14:34:59    7.0   180.0   375.0
2017.08.02 (214) 14:40:23    7.1   207.0   366.0
2017.08.02 (214) 14:45:11    7.1   207.0   362.0
2017.08.02 (214) 14:49:59    7.4   203.0   369.0
2017.08.02 (214) 14:55:23    7.5   192.0   351.0
2017.08.02 (214) 15:00:11    7.5   197.0   339.0
2017.08.02 (214) 15:04:59    7.4   192.0   324.0
2017.08.02 (214) 15:10:23    7.2   186.0   324.0
2017.08.02 (214) 15:15:11    7.1   187.0   347.0
2017.08.02 (214) 15:19:59    7.0   187.0   353.0
2017.08.02 (214) 15:25:23    7.0   191.0   342.0
2017.08.02 (214) 15:30:11    6.9   187.0   331.0
2017.08.02 (214) 15:34:59    6.8   187.0   335.0
2017.08.02 (214) 15:40:23    6.7   186.0   342.0
2017.08.02 (214) 15:45:11    6.5   184.0   341.0
